post,label,source,dialect
الحمد لله على كل حال الدولة ما قصرت ووزارة الصحة تقوم بدورها على خير وجه وان كانت ارقام الاصابات ترتفع فهذا دليل شفافية وزارة الصحة و لان هناك تحديات تواجه الوزارة من عدم التزام البعض بالحجر ووجود اعداد كبيرة من العمالة السائبة او الغير قانوني، وزارة الصحة شكرا لجهودك,normal,Data_World,slang
نهاية شهر يونيو .. القطرية تبدأ رحلاتها الى اسطنبول .. بإذن الله,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
الحمدلله ، الله يعطيهم الصحة والعافية الجيش الأبيض وكل من يعمل ليل نهار ومن خلف الكواليس . اللهم ابعد عنا هذا الوباء وعن العالم أجمع,normal,Data_World,slang
الحمدلله اقل من امس وان شاء الله يقل مع الايام الجاية #خلك_متفائل,normal,Data_World,slang
الوزارة قايمة على قدم وساق وتحاول قدر المستطاع منع انتشار الفايروس .. مجهود جبار يقومون فيه ويستحقون الثناء,normal,Data_World,slang
حظر التجول له مساؤه حيث سيكون التدافع على المجمعات الغذائية وستكون هنالك مخالفات وتحتاج لجهد من الجهات الامنية كبير ولكن الحمد لله عندنا الاوضاع ستكون أفضل بإذن الله مع جهودك القائمين على مكافحة الوباء,normal,Data_World,slang
يعني فكرو فيها لو صار حظر تجول بيكون في ازدحام وتجمع في الجمعيات وحاله فزع غير ضروريه وخذو الكويت مثال ، واضافة انه راح يجهد ميزانية الدوله ايضا ، ازدياد الحالات شي طبيعي دام ان المستشفيات متحمله عدد الاصابات والوضع جيد ، كل المطلوب نقعد في البيت,normal,Data_World,slang
"بخصوص  #خلك_في_البيت و #فيروس_كورونا وبعض اللي يغردون بـ غضب على افراد المجتمع و إجرائات وزارة الصحه..

ترى القطريين بأذن الله واعين وملتزمين بـ كل القوانين ضد فيروس كورونا والحافظ الله ووزارة الصحه مهب مقصره في كل شي وشغاله 24 ساعه توعيه وفحص وعلاج ..الخ
هدو شوي الله يجزاكم خير",normal,Data_World,slang
"انا اكتشفت اليوم ان الحجر المنزلي فيه جانب ايجابي لنا  

- يمعة الاهل والسوالف والضحك
- غدا وريوق وعشا كله فالبيت
- ترتيب البيت وصيانة لبعض الامور
- فرصة الواحد يرتاح شوي",normal,Data_World,slang
"شكراً #كورونا لأنني :
- رتبتُ كل أشيائي
- نسقتُ الزهور
- ألتزمتُ بوجبة الفطور
- قرأتُ لأولِ مرةٍ رواية
- اكتشفتُ أنني أُحب الطبخ كهواية
- حلقتُ شعر زوجي  
- عشقتُ تغريد العصافير 
- وأصبحتُ أكثرَ تقديراً للكلمة وما لها من تأثير .!",normal,Data_World,slang
"من الجوانب الإيجابية لهذه المحنة أنها تجعل الإنسان يجري مع نفسه مراجعات وجودية، يتذكر فيها هدف إيجاده في هذه الحياة، ويبصر فيها ضعف الإنسان وعلومه، والأهم أنه يشعر بالطمأنينة والسكينة عند قراءة كتاب الله تعالى مع البحث عن تفسير الكلمات التي تشكل عليه.. رحلة القرآن يا لها من رحلة!
",normal,Data_World,slang
"اكثر ما استفدته من القعده في البيت التقارب مع الاولاد اكثر ومعرفة جوانب من شخصياتهم كانت خافيه علي قبل
",normal,Data_World,slang
"الصلاة جماعة مع الأولاد 
خلتنا نعرف من الي صلاته صحيحه ومن الي تجهله أشياء كثيرة 

ولذلك كان رسول الله صل الله عليهم وسلم
يحث المسلمين على صلاة السُنّـه في البيت
",normal,Data_World,slang
 😂وفرنا فلوس مافي Shopping ,normal,Data_World,slang
بترول السياره يتم لثلاث اسابيع..👍,normal,Data_World,slang
"#خلك_في_البيت إيجابي صابر محتسب رطب اللسان بذكر الله
وفي جلال وهدوء وسكينة البيت وبعيدا عن ضوضاء الواقع يفسح المجال لتوبة نصوح
وبحميمية وقدسية البيت ومع مقارعة مستجدات الحياة يمكن إعادة تدشين المواثيق بالأهل والمجتمع
حينها يتفجر الإبداع ليرتوي المجتمع بعذب المفيد من سلسبيل عطائك",normal,Data_World,slang
الحمدلله ويفضله تم خروج عدد كبير من المتشافين من #فايروس_كورونا بعد اتمامهم ١٤يوم في الحجر الصحي واتمنى منهم مواصلة الحجر المنزلي لسلامتهم وسلامتهم عوائلهم ومجتمعهم تستاهلون السلامه. #سلامتك_سلامتي #الحجر_المنزلي #فايروس_كورونا #شكراً_طواقمنا_الطبيه,normal,Data_World,slang
"انا اؤيد الحجر المنزلي  و التوعية لان سياسة الفرض تكون لها رد فعل من المجتمع  لان يشعرون بالفرض عليهم شيء اجباري ولاكن الحجر المنزلي معة التوعية يكون افضل بالاخير الانسان هوة حريص على نفسه و عائلتة
",normal,Data_World,slang
"مع الأجواء الجميلة  وزقزقة العصافير طأجمل مكان للاستجمام والعلاج النفسي هذه الأيام وبعد الوعكة الصحية التي تعرّضتُ لها ..
وذلك لتكملة الحجر المنزلي وخُلوة احترازيّة مع الذات في مملكتي الأنيقة ، لأنني ( محتاج لها ) 
اللهم لك الحمدُ كثيرًا كما تُنعمُ كثيرًا ..",normal,Data_World,slang
حقيقة سعيد بشكل كبير أن أكثر الرياضيين والحسابات الرياضية حول العالم تكيفت مع الحجر المنزلي بعمل دروس رياضية للتمارين المنزلية، وفي قطر حساب فريق إرادة فتنس مبدعين جدا في هذا الجانب، شباب قطريين يحملون كل يوم تمرين رياضي بأسلوب لطيف وواضح 👍🏼 موفقين يا شباب وأنصح بمتابعتهم,normal,Data_World,slang
وفي كل الاحوال والاوضاع نقول واعتقد شخصيا ان الوقايه خير من العلاج في مثل هذا الامر فارتداء الكمامات لا ضرر فيه ولا ضرار اذا كان الهدف الوقايه او تخفيف او منع او اي صفة قد يحملهاهذاالكمام بهدف حمايتنا من هذا الفايروس اللعين والخبيث والمتطور والمتحور وارتداءالكمام ضرورة حمانا الله,normal,Data_World,slang
"سمعاً وطاعه
",normal,Data_World,slang
"ان شاءالله 
السمع والطاعة
",normal,Data_World,slang
الحياة تعود من جديد للمنطقة الصناعية.. شكرًا لجنود الداخلية وجنود الصحة على جهودهم الكبيرة لحماية العمالة الوافدة وتطبيق الإجراءات الاحترازية ونقول لهم بيّض الله وجيهكم 🙏🏻,normal,Data_World,slang
